,first_tag,first_word,pmi,second_tag,second_word
94,S,александровича,16.6342438415775,S,минина
95,S,александры,16.6342438415775,S,васильевны
96,S,алексеев,13.3123157466901,S,сергей
97,S,алексеевич,15.0492813408563,S,шаховской
98,S,алексей,11.9423661369398,S,александрович
99,S,алексей,10.6342438415775,S,васильевич
100,S,алексей,9.82688891951986,S,петрович
101,S,алексей,5.27669183695938,S,фон
102,S,алексея,9.27669183695938,S,фон
103,S,алчности,15.0492813408563,S,священников
104,S,альманах,11.7273532459689,S,рига
105,S,альтдорфер,14.3123157466901,V,погружает
106,S,альтдорфер,14.3123157466901,V,привносит
107,S,альтдорфер,12.7273532459689,V,участвовали
108,S,альтдорфера,10.9338041234364,S,победа
109,S,америки,7.6976059025749,V,был
110,S,амосовича,16.6342438415775,S,тукачева
111,S,амосовой,15.6342438415775,S,амосова
112,S,амплуа,14.3123157466901,S,филолога
113,S,анализ,11.1423907452478,S,воспоминаний
114,S,анализ,12.7273532459689,S,динамики
115,S,анализ,9.72735324596895,S,количества
116,S,анализ,11.7273532459689,S,обстоятельств
117,S,анализ,8.82046265036043,S,решений
118,S,анализ,8.72735324596895,S,степени
119,S,анализа,14.0492813408563,V,построить
120,S,анализа,10.3488416227152,S,причин
121,S,анализа,12.4643188401352,S,результатов
122,S,анализе,12.2419264187987,S,сведений
123,V,анализирует,13.0492813408563,S,историю
124,V,анализируется,11.0492813408563,S,монография
125,V,анализируется,12.3123157466901,S,процесс
126,V,анализируется,12.6342438415775,S,состояние
127,V,анализируется,13.0492813408563,S,степень
128,S,аналога,14.6342438415775,S,курса
129,S,андерсон,5.82313678465876,V,был
130,S,андерсон,10.589849722219,V,вернулся
131,S,андерсон,11.1748122229402,V,жил
132,S,андерсон,9.58984972221902,V,переехал
133,S,андерсон,11.1748122229402,V,поддерживал
134,S,андерсон,11.1748122229402,V,помогал
135,S,андерсон,10.1748122229402,V,посетил
136,S,андерсон,10.1748122229402,V,представлял
137,S,андерсон,9.00488722149786,V,прибыл
138,S,андерсон,12.1748122229402,V,продолжил
139,S,андерсон,12.1748122229402,V,проявил
140,S,андерсон,9.17481222294017,V,работал
141,S,андерсона,13.4643188401352,V,росло
142,S,андерсона,10.6569639180776,V,сохранить
143,S,андреева,15.0492813408563,V,присутствует
144,S,андреевич,15.6342438415775,S,кириллов
145,S,андреевича,15.6342438415775,S,вавулова
146,S,андрей,13.6342438415775,S,андреевич
147,S,андрей,14.6342438415775,S,лебер
148,S,андрей,11.8268889195199,S,николаевич
149,S,андрею,16.6342438415775,S,боголюбскому
150,S,андрея,15.6342438415775,S,иевлевича
151,S,андромеда,16.6342438415775,S,львовна
152,S,анны,14.0492813408563,S,ивановны
153,S,антитезе,16.6342438415775,S,формализма
154,S,аппарата,7.58984972221902,S,бюро
155,S,аппарата,12.0492813408563,S,нко
156,S,аппаратура,12.5467810003271,S,связи
157,S,апреля,6.51789988034,S,группа
158,V,арестовала,13.4643188401352,S,андерсона
159,S,аресту,9.10286238106116,S,вестник
160,S,армией,5.81726021832209,S,фон
161,S,армии,2.36241610071494,V,были
162,S,армии,5.90038112189893,S,военнослужащих
163,S,армии,7.01585833931886,S,вторжения
164,S,армии,8.60082084004002,S,генерал-лейтенанта
165,S,армии,4.90038112189893,S,генерал
166,S,армии,4.95696465026529,S,генерала
167,S,армии,4.74283984491245,S,дневник
168,S,армии,8.60082084004002,V,допустило
169,S,армии,9.60082084004002,V,достигала
170,S,армии,6.60082084004002,S,императора
171,S,армии,9.60082084004002,S,киселевым
172,S,армии,7.14138922140272,S,ково
173,S,армии,6.60082084004002,S,командующий
174,S,армии,7.60082084004002,S,лейтенант
175,S,армии,7.60082084004002,S,мероприятие
176,S,армии,6.90038112189893,S,наполеона
177,S,армии,4.74283984491245,V,получил
178,S,армии,9.60082084004002,V,предпринять
179,S,армии,7.43089583859771,S,прибово
180,S,армии,6.60082084004002,V,привело
181,S,армии,6.14138922140272,S,шеф
182,S,армий,5.41749798338216,V,было
183,S,армий,8.91999832391135,S,переписка
184,S,армий,9.12644920137877,S,прикрытия
185,S,армий,12.8268889195199,S,север
186,S,армий,12.8268889195199,S,юг
187,S,армию,12.0492813408563,S,духом
188,S,армия,12.3863163281339,V,наносила
189,S,армия,10.2708391107139,S,наполеона
190,S,армия,9.80135382741273,V,оказалась
191,S,армия,12.3863163281339,V,освободила
192,S,армия,10.3863163281339,V,получила
193,S,армия,12.3863163281339,V,потерпела
194,S,армиями,11.9338041234364,S,прикрытия
195,S,арсений,13.8268889195199,S,петрович
196,S,археографии,15.0492813408563,S,вопроса
197,S,архив,10.7762628464499,S,каллистрата
198,S,архив,9.06005581245049,S,министерства
199,S,архив,9.7762628464499,S,ргвиа
200,S,архив,8.96890792439229,S,республики
201,S,архив,7.55387042511345,S,рф
202,S,архив,7.3168312278126,S,санкт-петербурга
203,S,архив,5.68880000519956,S,управления
204,S,архива,9.40542515108159,S,автора
205,S,архива,11.7273532459689,S,лидса
206,S,архива,9.20379128991194,S,министерства
207,S,архива,9.72735324596895,S,москвы
208,S,архива,6.157497637638,S,россии
209,S,архива,7.63989040471861,S,управления
210,S,архиве,7.79189349816366,S,отдела
211,S,архиве,13.4643188401352,S,спбии
212,S,архивы,7.6976059025749,V,был
213,S,архиепископом,14.3123157466901,S,николаем
214,S,архимандрит,13.4643188401352,S,константин
215,S,аспектам,15.0492813408563,S,взаимоотношений
216,S,аспектам,14.0492813408563,S,функционирования
217,S,аспектах,10.4247904759485,S,деятельности
218,S,ассистентка,13.0492813408563,S,ученого
219,S,ассоциации,15.6342438415775,S,химиков
220,S,аудитории,13.8268889195199,S,наследие
221,S,аэростатов,15.6342438415775,S,заграждения
222,S,б,3.05374971280017,V,был
223,S,б,5.59807022902398,S,латвии
224,S,б,9.40542515108159,V,направили
225,S,б,9.99038765180274,S,рефат
226,S,б,9.40542515108159,V,сделали
227,S,базе,7.27889274515266,S,армии
228,S,базе,10.8528841280528,S,данных
229,S,базе,14.3123157466901,S,филиала
230,S,балах,16.6342438415775,V,укладываются
231,V,баловала,12.1748122229402,S,статьи
232,S,бантон,13.6342438415775,V,представлял
233,S,баран,13.3123157466901,S,хенрик
234,S,барбаросса,16.6342438415775,S,директива
235,S,батальона,10.6569639180776,V,прибыл
236,S,батальона,9.73942607826953,S,связи
237,S,батальоном,10.961818499606,S,связи
238,S,бахрах,14.3123157466901,V,свидетельствуют
239,S,баши,16.6342438415775,S,совр
240,S,бег,12.8268889195199,V,начался
241,S,беду,14.3123157466901,S,людям
242,S,безнравственности,12.3123157466901,S,руководства
243,S,безопасности,8.6976059025749,S,города
244,S,безопасности,13.8268889195199,V,оказывало
245,S,безопасности,7.25703331118892,S,россии
246,S,безопасности,9.01953399746226,S,рф
247,S,безопасность,14.6342438415775,S,деникина
248,S,бек,12.8268889195199,V,использовал
249,S,беккер,16.6342438415775,S,брунооскар
250,S,белоэмигрантами,14.6342438415775,S,генералами
251,S,белоэмигрантов,16.6342438415775,S,атаманов
252,S,берега,10.7762628464499,S,противника
253,S,березкин,14.6342438415775,S,василий
254,S,беренблюм,13.2419264187987,S,ицхак
255,S,беренблюм,12.2419264187987,V,повторить
256,V,берет,15.0492813408563,S,верх
257,S,берлин,11.8268889195199,V,посетил
258,S,берлине,14.0492813408563,V,раздирали
259,S,бернгардовича,15.6342438415775,S,струве
260,V,берут,15.0492813408563,S,верх
261,S,библии,14.3123157466901,S,священникам
262,S,библио,16.6342438415775,S,тека
263,S,библиотек,9.15851041061107,S,это
264,S,биографии,11.1748122229402,S,биохимика
265,S,биографии,11.1748122229402,S,марии
266,S,биографика,8.01219202212109,S,спбгу
267,S,биографию,14.6342438415775,S,биохимика
268,S,биография,9.00488722149786,S,вейдемана
269,S,биография,12.0492813408563,S,петра
270,S,биография,11.2419264187987,S,представителя
271,S,биография,11.2419264187987,S,философа
272,S,биографов,8.27669183695938,S,фон
273,S,биохимик,12.7273532459689,S,исаак
274,S,биохимик,9.18303272974514,V,стал
275,S,биохимика,11.0492813408563,S,максимилиана
276,S,биохимика,13.6342438415775,V,нашлось
277,S,бисмарк,11.1748122229402,V,продолжал
278,S,благословение,15.6342438415775,S,патриарха
279,S,блок,13.3123157466901,S,информации
280,S,блокада,11.6342438415775,S,ленинграда
281,S,блокады,6.99399890535512,V,была
282,S,блокады,9.24192641879871,S,ленинграда
283,S,блокады,12.2419264187987,V,позволило
284,S,блюма,12.4643188401352,S,евреи
285,S,блюма,10.727353245969,S,ковальчук
286,S,блюма,15.0492813408563,V,случилась
287,S,бобринских,9.80135382741273,V,была
288,S,бобринской,7.6976059025749,V,был
289,S,бог,14.0492813408563,V,сделал
290,S,богатство,15.0492813408563,S,фактур
291,S,богатство,12.4643188401352,S,форм
292,S,богатырева,10.6342438415775,S,якобсону
293,S,богатыревой,10.5257193847993,S,якобсон
294,S,богодуховности,15.6342438415775,S,писания
295,S,богом,15.6342438415775,S,миссию
296,S,бодуэн,14.3123157466901,V,преодолевает
297,S,бодуэна,7.11264340185374,V,был
298,S,бодуэне,11.879356339414,V,сыграла
299,S,бое,14.6342438415775,S,вой
300,S,бое,15.6342438415775,S,вые
301,S,бой,14.6342438415775,V,произошел
302,S,бой,7.27669183695939,S,фон
303,S,бойзена,16.6342438415775,S,харро
304,S,бойо,13.6342438415775,V,отправился
305,S,бойца,13.8268889195199,S,спецотряда
306,S,бойцов,10.727353245969,V,воевать
307,S,бойцов,11.5049608246325,S,спецотряда
308,S,бойцы,14.0492813408563,V,погибали
309,S,болдовский,14.0492813408563,S,кирилл
310,S,болдырев,14.0492813408563,V,оставался
311,S,болезни,14.6342438415775,S,трипаносомы
312,S,болезни,14.6342438415775,S,химиотерапия
313,S,большевизмом,15.6342438415775,V,приближается
314,S,большевиков,10.1913003457287,S,дневник
315,S,большинства,12.2419264187987,S,проектов
316,S,большинства,13.8268889195199,S,производств
317,S,большинства,10.3674573008826,S,секретарей
318,S,большинства,9.36745730088257,S,соединений
319,S,большинства,13.8268889195199,S,унтер-офицеров
320,S,большинстве,8.76387912199406,S,вече
321,S,большинстве,11.879356339414,S,иллюстраций
322,S,большинстве,13.4643188401352,V,истекали
323,S,большинстве,9.0720014173564,S,постановлений
324,S,большинстве,12.879356339414,S,случаев
325,S,большинство,12.2419264187987,V,восприняли
326,S,большинство,7.11264340185374,S,документов
327,S,большинство,8.24192641879871,S,командиров
328,S,большинство,9.91999832391135,S,легионеров
329,S,большинство,7.84960899601995,S,отрядов
330,S,большинство,8.84960899601995,S,постановлений
331,S,большинство,9.91999832391135,S,разведгрупп
332,S,большинство,8.33503582319019,S,решений
333,S,большинство,9.24192641879871,S,сотрудников
334,S,большинство,10.2419264187987,S,текстов
335,S,борис,12.6342438415775,S,бобринской
336,S,борис,12.6342438415775,S,валентинович
337,S,борис,12.3123157466901,S,михайлович
338,S,борис,12.6342438415775,S,павлович
339,S,бориса,14.6342438415775,S,александровича
340,S,бориса,13.6342438415775,S,павловича
341,S,бориса,12.3123157466901,S,яковенко
342,S,борисе,16.6342438415775,S,михайловиче
343,S,борисов,6.37567780768754,V,был
344,S,борисовна,15.0492813408563,S,эйхенбаум
345,V,боролись,13.0492813408563,S,друг
346,S,борт,15.6342438415775,S,парохода
347,S,борьбы,10.3488416227152,S,автором
348,S,боткин,7.11264340185374,V,был
349,S,бою,13.3123157466901,V,ведет
350,S,бою,12.7273532459689,V,погибло
351,S,боя,14.3123157466901,S,портал
352,S,боязнь,13.6342438415775,S,комиссаров
353,V,боялись,15.6342438415775,S,встреч
354,S,брайнль,10.5049608246325,V,стал
355,V,брали,13.0492813408563,S,верх
356,V,брали,12.3123157466901,S,дань
357,S,бремя,14.6342438415775,S,ответственности
358,S,бригадах,9.22485290543977,V,было
359,S,бригаде,8.6976059025749,V,был
360,S,бригады,12.1748122229402,S,отчеты
361,S,бригады,8.78249480016141,V,стали
362,S,бристоле,9.14239074524779,S,ниренштейн
363,S,бристоля,15.6342438415775,V,отнеслись
364,V,бросили,12.9338041234364,S,город
365,S,брошюре,16.6342438415775,S,ширрена
366,S,брунооскар,16.6342438415775,S,борисович
367,S,брутализации,9.06438823324652,S,войны
368,S,брызги,15.6342438415775,S,золота
369,S,буденный,15.6342438415775,V,отказывался
370,V,будет,13.0492813408563,V,возвращаться
371,V,будет,7.24192641879871,S,время
372,V,будет,11.4643188401352,V,иметь
373,V,будет,9.72735324596895,V,сказать
374,V,будет,13.0492813408563,V,уменьшаться
375,V,будет,11.4643188401352,V,утверждать
376,V,будете,12.4643188401352,V,работать
377,S,будетлянское,16.6342438415775,S,сбрасывание
378,V,буду,15.6342438415775,V,добиваться
379,V,буду,11.4643188401352,V,работать
380,V,будут,14.3123157466901,V,вывозить
381,V,будут,13.3123157466901,V,держаться
382,V,будут,14.3123157466901,V,проходить
383,V,будучи,14.3123157466901,S,студентом
384,S,будущем,10.5049608246325,V,стал
385,S,будущем,13.6342438415775,V,станет
386,S,буйства,16.6342438415775,S,колодников
387,S,булатов,12.2419264187987,S,владимир
388,S,булатов,15.0492813408563,V,полетел
389,S,бульвар,15.6342438415775,S,калпака
390,S,бульвар,14.6342438415775,S,ленина
391,S,бунин,10.3123157466901,V,выступал
392,S,бунин,12.6342438415775,V,меняет
393,S,бунин,10.6342438415775,V,печатался
394,S,бунин,8.72735324596895,V,пишет
395,S,бунин,7.7762628464499,V,получил
396,S,бунин,12.6342438415775,V,проводит
397,S,бунин,11.0492813408563,V,развивал
398,S,бунин,12.6342438415775,V,сближается
399,S,бунин,9.46431884013516,V,становится
400,S,бунин,12.6342438415775,V,читает
401,S,бунина,10.6342438415775,V,бывала
402,S,бунина,11.6342438415775,V,заносит
403,S,бунина,11.6342438415775,V,называла
404,S,бунина,11.6342438415775,V,посещала
405,S,бунина,7.72735324596895,V,стала
406,S,бунину,15.6342438415775,V,отказывают
407,S,бунины,7.82688891951986,S,время
408,S,буниным,14.0492813408563,S,дочь
409,S,буниными,14.0492813408563,V,возникла
410,S,буниных,5.37567780768754,V,был
411,S,буниных,12.3123157466901,S,литераторов
412,S,бургкмайр,15.6342438415775,V,выстраивает
413,V,был,2.83962490744733,S,архив
414,V,был,6.37567780768754,S,биохимик
415,V,был,5.6976059025749,S,борис
416,V,был,4.37567780768754,V,быть
417,V,был,5.6976059025749,V,вести
418,V,был,8.6976059025749,V,возглавить
419,V,был,8.6976059025749,S,выпускником
420,V,был,4.99716618443381,S,город
421,V,был,8.6976059025749,S,депутат
422,V,был,6.6976059025749,S,заведующим
423,V,был,4.89025098051729,S,князь
424,V,был,5.2381742839376,S,круг
425,V,был,7.6976059025749,S,лицом
426,V,был,8.6976059025749,S,максимум
427,V,был,8.6976059025749,S,немцем
428,V,был,8.6976059025749,V,ознакомиться
429,V,был,8.6976059025749,V,подать
430,V,был,6.6976059025749,V,получить
431,V,был,8.6976059025749,S,поэтом
432,V,был,8.6976059025749,S,приват-доцентом
433,V,был,7.11264340185374,V,принять
434,V,был,7.11264340185374,S,процент
435,V,был,3.99716618443381,S,ряд
436,V,был,5.37567780768754,S,санкт-петербург
437,V,был,8.6976059025749,S,сговор
438,V,был,7.6976059025749,V,следовать
439,V,был,6.6976059025749,V,стать
440,V,был,6.11264340185374,S,философ
441,V,был,7.96064030840869,S,членом
442,V,была,8.80135382741273,S,боязнь
443,V,была,2.02656676781155,S,история
444,V,была,8.80135382741273,V,отступать
445,V,была,9.80135382741273,S,ошибкой
446,V,была,9.80135382741273,S,подборка
447,V,была,7.80135382741273,S,столицей
448,V,была,8.80135382741273,V,сыграть
449,V,была,6.99399890535512,S,теория
450,V,была,5.21639132669157,S,франция
451,V,была,5.47942573252536,S,церковь
452,V,были,7.81087660153123,S,басов
453,V,были,6.39583910225239,V,вести
454,V,были,9.39583910225239,S,выходцами
455,V,были,5.98080160297355,S,германия
456,V,были,4.26655608530742,S,города
457,V,были,6.81087660153123,S,итоги
458,V,были,9.39583910225239,S,легионерами
459,V,были,8.39583910225239,S,личность
460,V,были,6.81087660153123,S,людьми
461,V,были,4.26655608530742,S,начала
462,V,были,9.39583910225239,V,организовывать
463,V,были,6.22591410081008,S,особенности
464,V,были,8.39583910225239,V,оставить
465,V,были,9.39583910225239,S,подручниками
466,V,были,5.58848418019479,S,причины
467,V,были,7.81087660153123,V,решать
468,V,были,4.93640748361509,S,силы
469,V,были,9.39583910225239,S,созда
470,V,были,9.39583910225239,V,составить
471,V,были,7.07391100736503,S,суд
472,V,были,9.39583910225239,S,трения
473,V,были,7.81087660153123,S,тысячи
474,V,было,4.83253548266101,S,большинство
475,V,было,3.18045878608131,S,бюро
476,V,было,1.69347144492345,S,вестник
477,V,было,4.52441318729868,S,вече
478,V,было,9.22485290543977,S,возглавление
479,V,было,6.41749798338216,V,говорить
480,V,было,5.76542128680247,V,есть
481,V,было,8.22485290543977,S,желания
482,V,было,7.22485290543977,V,использовать
483,V,было,9.22485290543977,S,исчерпание
484,V,было,9.22485290543977,S,обустройство
485,V,было,9.22485290543977,S,обычаем
486,V,было,9.22485290543977,V,повысить
487,V,было,6.9029248105524,S,пожара
488,V,было,7.63989040471861,S,предметом
489,V,было,7.63989040471861,S,проведение
490,V,было,9.22485290543977,S,пружиной
491,V,было,6.63989040471861,S,региона
492,V,было,7.22485290543977,V,служить
493,V,было,7.22485290543977,V,создать
494,V,было,7.22485290543977,S,сообщение
495,V,было,7.22485290543977,S,состояние
496,V,было,9.22485290543977,V,способствовать
497,V,было,6.63989040471861,V,считать
498,V,было,4.9029248105524,S,то
499,V,было,9.22485290543977,V,усиливать
500,S,быт,15.0492813408563,S,эмигра
501,S,быта,12.7273532459689,V,попадали
502,S,бытие,12.0492813408563,S,издание
503,S,бытия,16.6342438415775,V,располагаются
504,S,бытом,15.0492813408563,S,тенденцией
505,S,быту,15.0492813408563,S,данилова
506,V,быть,12.3123157466901,S,евреем
507,V,быть,11.3123157466901,S,профессорами
508,V,быть,12.3123157466901,S,философами
509,S,бэйда,11.589849722219,V,анализирует
510,S,бэйда,8.4199247207767,V,написал
511,S,бэйда,10.589849722219,V,приходит
512,S,бэйда,10.589849722219,V,согласился
513,S,бэйда,10.589849722219,V,ставит
514,S,бэйде,12.1106818855205,V,удалось
515,S,бэйды,11.7273532459689,V,представляет
516,S,бюро,7.26792162733165,S,б
517,S,бюро,3.65321178321644,V,был
518,S,бюро,3.18045878608131,V,было
519,S,бюро,10.0048872214979,S,гк
520,S,бюро,8.91177781710638,S,горкома
521,S,бюро,10.589849722219,S,кандидаты
522,S,бюро,9.58984972221902,V,касались
523,S,бюро,10.589849722219,V,контролировало
524,S,бюро,6.63565341183214,S,обкома
525,S,бюро,8.00488722149786,S,осенью
526,S,бюро,10.589849722219,V,отвечали
527,S,бюро,10.589849722219,V,охватывала
528,S,бюро,8.00488722149786,V,показывают
529,S,бюро,9.58984972221902,V,принимались
530,S,бюро,9.58984972221902,V,рассматривало
531,S,бюро,10.589849722219,V,являлось
532,S,в,4.07391100736503,V,были
533,S,в,11.3123157466901,S,лгиа
534,S,в,11.3123157466901,S,лейк
535,S,в,11.3123157466901,S,пос
536,S,в,11.3123157466901,S,райо
537,S,в,4.74246013835916,S,россии
538,S,в,8.5049608246325,S,харбин
539,S,вавулова,10.727353245969,S,группа
540,S,вайнтроба,14.0492813408563,S,евреи
541,S,вайсскуниг,13.4643188401352,S,ок
542,S,валентин,13.8268889195199,S,николаевич
543,S,валентинович,13.3123157466901,S,яковенко
544,S,вариант,14.0492813408563,V,обращают
545,S,варианте,14.0492813408563,S,гравюры
546,S,варианте,15.6342438415775,V,звучит
547,S,вариантом,16.6342438415775,S,барбаросса
548,S,варягов,16.6342438415775,S,новгородом
549,S,василием,16.6342438415775,S,сеземаном
550,S,василии,16.6342438415775,S,сеземане
551,S,василий,10.2419264187987,S,александрович
552,S,василий,11.6342438415775,S,иванович
553,S,василий,13.0492813408563,S,эмильевич
554,S,василия,12.3123157466901,S,петровича
555,S,василия,14.6342438415775,S,сеземана
556,S,васильев,12.3123157466901,S,александр
557,S,васильевич,13.6342438415775,S,болдырев
558,S,васильевича,15.0492813408563,S,манзырева
559,S,васильевича,13.4643188401352,S,попова
560,S,васильевны,16.6342438415775,S,егоровой
561,V,вбегал,16.6342438415775,S,малыш
562,S,введенской,11.9903876518027,S,школы
563,S,ведения,6.74246013835916,S,войны
564,S,ведлозерского,16.6342438415775,S,рай
565,S,ведомости,14.0492813408563,S,осенью
566,S,ведомствами,15.0492813408563,S,проектов
567,S,ведущий,14.0492813408563,S,исследователь
568,S,ведущим,16.6342438415775,V,являлся
569,S,вейдеман,3.61014306132456,V,был
570,S,вейдеман,8.73942607826952,V,занимал
571,S,вейдеман,11.5467810003271,V,испытал
572,S,вейдеман,10.5467810003271,S,настоя
573,S,вейдеман,8.22485290543977,V,начал
574,S,вейдеман,11.5467810003271,V,очертил
575,S,вейдеман,10.5467810003271,V,передала
576,S,вейдеман,6.68880000519956,V,получил
577,S,вейдеман,8.08734938168983,V,продолжал
578,S,вейдеман,9.22485290543977,V,совершил
579,S,вейдеман,9.96181849960597,V,сообщил
580,S,вейдеман,11.5467810003271,V,сторонился
581,S,вейдемана,11.589849722219,S,андромеда
582,S,вейдемана,3.65321178321644,V,был
583,S,вейдемана,11.589849722219,S,материализм
584,S,вейдемана,9.58984972221902,V,печатались
585,S,вейдемана,10.589849722219,V,упоминается
586,S,вейдемане,7.80135382741273,V,была
587,S,вейдемане,13.0492813408563,V,появилась
588,S,век,13.0492813408563,V,сохранил
589,S,век,10.6342438415775,S,философии
590,V,вел,11.8268889195199,S,занятия
591,V,вела,12.3123157466901,S,церковь
592,V,велели,13.8268889195199,S,генералу
593,V,вели,11.8268889195199,S,сотрудники
594,S,великобритании,12.9338041234364,V,пришлась
595,S,великобританию,14.0492813408563,V,выехала
596,S,величие,14.0492813408563,S,героя
597,S,величии,11.6800475311906,S,человека
598,S,велосипедов,15.0492813408563,S,протокол
599,V,велось,16.6342438415775,S,наблюдение
600,S,венгрии,7.37567780768754,V,был
601,S,вениамина,15.0492813408563,S,блюма
602,S,вера,14.6342438415775,S,автономовна
603,S,вера,13.6342438415775,S,константиновна
604,S,вера,14.0492813408563,S,николаевна
605,S,вере,14.6342438415775,S,автономовне
606,S,вере,14.6342438415775,S,молодежь
607,S,веригин,12.7273532459689,S,сергей
608,S,вермахта,6.39583910225239,V,были
609,S,вермахта,13.6342438415775,V,вылилось
610,S,вернадский,12.6342438415775,S,георгий
611,S,верность,15.0492813408563,S,присяге
612,S,верностью,16.6342438415775,V,удержал
613,S,верой,15.6342438415775,S,николаевной
614,S,версии,16.6342438415775,S,нины
615,S,версию,7.71538060430287,S,истории
616,S,версию,10.9338041234364,S,причин
617,S,верховенство,10.879356339414,S,земли
618,S,верховенство,14.0492813408563,S,писания
619,S,веры,15.0492813408563,S,константиновны
620,S,веры,10.6569639180776,V,стали
621,S,вес,15.6342438415775,S,золота
622,V,вести,10.8268889195199,S,войну
623,V,вести,10.8268889195199,S,занятия
624,V,вести,10.8268889195199,S,подготовку
625,V,вести,8.93380412343638,S,работу
626,S,вестник,8.97266365793445,S,спбгу
627,S,вестнике,12.4643188401352,S,европы
628,S,вестнике,12.8268889195199,S,жервэ
629,S,ветеранов,11.589849722219,S,бэйда
630,S,вече,10.9338041234364,V,вмешивалось
631,S,вече,11.9338041234364,V,выпустило
632,S,вече,10.9338041234364,V,играет
633,S,вече,9.61187602854901,V,играло
634,S,вече,10.3488416227152,S,киева
635,S,вече,9.61187602854901,S,лица
636,S,вече,11.9338041234364,V,превратилось
637,S,вече,11.9338041234364,S,услож
638,S,вечера,6.6976059025749,V,был
639,S,вечера,12.3123157466901,S,писателей
