,first_tag,first_word,pmi,second_tag,second_word
114,S,авторы,10.8128945571653,V,изучили
115,S,авторы,6.56496704372174,V,использовали
116,S,авторы,7.61126069599567,V,используют
117,S,авторы,8.81289455716532,V,исследовали
118,S,авторы,4.94006579763044,S,исследования
119,S,авторы,8.93842543924918,V,исследуют
120,S,авторы,8.81289455716532,V,исходят
121,S,авторы,9.81289455716532,V,констатировали
122,S,авторы,9.81289455716532,V,констатируют
123,S,авторы,6.9060039615568,V,называют
124,S,авторы,6.9060039615568,V,находят
125,S,авторы,7.22793205644417,V,нашли
126,S,авторы,8.76226848409535,V,обнаружили
127,S,авторы,7.49096646227796,V,объясняют
128,S,авторы,8.81289455716532,V,ограничились
129,S,авторы,6.72543171591498,V,определяют
130,S,авторы,8.72543171591498,V,отмечают
131,S,авторы,8.49096646227796,V,оценивают
132,S,авторы,8.00553963510772,V,подразумевают
133,S,авторы,7.49096646227796,V,подтвердили
134,S,авторы,6.35346293852802,V,подтверждают
135,S,авторы,9.59050213582887,V,подчеркивают
136,S,авторы,7.95491356203775,V,показали
137,S,авторы,8.17817902124707,V,показывают
138,S,авторы,5.76850043780687,V,получили
139,S,авторы,8.49096646227796,V,построили
140,S,авторы,10.8128945571653,V,постулируют
141,S,авторы,8.39785705788648,V,предлагают
142,S,авторы,6.64296955572301,V,предложили
143,S,авторы,10.8128945571653,V,предостерегают
144,S,авторы,6.22793205644417,V,предполагают
145,S,авторы,7.35346293852802,V,предположили
146,S,авторы,6.85869824677845,V,приводят
147,S,авторы,8.49096646227796,V,применили
148,S,авторы,9.17546463655003,V,приходят
149,S,авторы,8.31039421663614,V,пришли
150,S,авторы,9.81289455716532,V,проанализировали
151,S,авторы,7.75400086811175,V,провели
152,S,авторы,9.22793205644417,V,проверяют
153,S,авторы,9.22793205644417,V,проводят
154,S,авторы,10.8128945571653,V,производили
155,S,авторы,8.81289455716532,V,просили
156,S,авторы,9.22793205644417,V,пытаются
157,S,авторы,4.76850043780687,S,работ
158,S,авторы,10.8128945571653,V,разбивают
159,S,авторы,8.81289455716532,V,разделяют
160,S,авторы,8.00553963510772,V,рассматривали
161,S,авторы,8.00553963510772,V,рассматривают
162,S,авторы,8.81289455716532,V,рассмотрели
163,S,авторы,9.22793205644417,V,рекомендуют
164,S,авторы,7.35346293852802,V,смогли
165,S,авторы,10.8128945571653,V,специфицировали
166,S,авторы,9.81289455716532,V,сравнивали
167,S,авторы,9.81289455716532,V,сравнивают
168,S,авторы,8.22793205644417,V,сравнили
169,S,авторы,10.8128945571653,V,ссылаются
170,S,авторы,7.43438293391159,S,статьи
171,S,авторы,9.00553963510772,V,строят
172,S,авторы,8.49096646227796,V,считают
173,S,авторы,8.31039421663614,V,указывают
174,S,авторы,8.22793205644417,V,установили
175,S,авторы,8.81289455716532,V,утверждают
176,S,авторы,6.56496704372174,V,учитывают
177,S,авторы,9.81289455716532,V,хотели
178,S,автострада,15.4853198991368,S,а
179,S,агент,5.64769196596541,V,будет
180,S,агент,10.0759289629991,V,выбирает
181,S,агент,13.5784293035283,V,запланирует
182,S,агент,14.1633918042495,V,кодирует
183,S,агент,10.5784293035283,V,меняет
184,S,агент,4.33684331695854,V,может
185,S,агент,14.1633918042495,V,планирует
186,S,агент,12.5784293035283,V,пойдет
187,S,агент,11.8414637093621,V,получит
188,S,агент,13.1633918042495,V,понимает
189,S,агент,11.3560368821919,V,предпочитает
190,S,агент,11.1633918042495,V,предпочтет
191,S,агент,13.5784293035283,V,распределяет
192,S,агент,14.1633918042495,V,расходует
193,S,агент,11.8414637093621,V,формирует
194,S,агента,5.16226513879517,V,будет
195,S,агента,6.23502148123049,V,будут
196,S,агента,7.44914628658333,V,влияет
197,S,агента,12.0930024763581,V,модифицируется
198,S,агента,10.8706100550216,V,окажутся
199,S,агента,6.88354911072911,V,определяется
200,S,агента,11.6779649770792,V,пойти
201,S,агента,13.6779649770792,V,смещает
202,S,агента,6.92307747491575,V,составляет
203,S,агента,7.21853335844192,V,состоит
204,S,агента,12.6779649770792,S,стимула
205,S,агента,11.6779649770792,V,ценится
206,S,агентам,12.4673979911396,V,предлагается
207,S,агентами,11.2373923856932,S,демократизация
208,S,агентами,6.86693439687821,S,доля
209,S,агентами,8.75739944457362,V,происходит
210,S,агентами,7.17243694385246,V,являются
211,S,агентов,4.25469896600695,V,имеет
212,S,агентов,9.00958646817042,S,компоненту
213,S,агентов,9.33151456305778,V,максимизирует
214,S,агентов,6.77692571138015,V,могли
215,S,агентов,4.25469896600695,V,могут
216,S,агентов,2.50496607576687,V,может
217,S,агентов,8.33151456305778,V,начали
218,S,агентов,7.47353356793021,S,необходимость
219,S,агентов,4.23875742213793,V,позволяет
220,S,агентов,9.33151456305778,V,появляются
221,S,агентов,6.16158956161547,V,предполагается
222,S,агентов,5.77692571138015,S,с
223,S,агентов,5.57662706089431,V,составляет
224,S,агентов,5.71680471894257,V,становится
225,S,агентов,2.64151659163834,V,является
226,S,агентом,10.1348226520527,S,средств
227,S,агентством,16.4853198991368,S,эксперт
228,S,агенту,14.0523604918607,V,предлагается
229,S,агенты,9.92155162068478,V,выбирают
230,S,агенты,8.57362831726448,V,делают
231,S,агенты,10.7960207386009,V,делятся
232,S,агенты,8.68054352118099,V,занимаются
233,S,агенты,5.71564732213691,V,имеют
234,S,агенты,9.38098323932208,V,инвестируют
235,S,агенты,10.7960207386009,V,максимизируют
236,S,агенты,5.30416764227125,V,могут
237,S,агенты,13.3809832393221,V,мыслят
238,S,агенты,7.49834018996024,V,оказываются
239,S,агенты,8.05905514443472,V,получают
240,S,агенты,11.3809832393221,V,потребляют
241,S,агенты,9.79602073860093,V,принимают
242,S,агенты,9.8784828987929,V,различаются
243,S,агенты,12.3809832393221,V,распределяют
244,S,агенты,13.3809832393221,V,сберегают
245,S,агенты,13.3809832393221,V,уменьшат
246,S,агенты,11.7960207386009,V,ценят
247,S,агрегат,12.6779649770792,S,м
248,S,агрегата,13.4149305712454,S,м
249,S,агрегатов,8.7793419974543,V,будут
250,S,агрегатов,12.9743579798594,V,описывается
251,S,агрегату,13.4149305712454,V,относятся
252,S,агрегаты,14.9998930719666,V,снизиться
253,S,агрегации,7.12162315429783,S,данных
254,S,агрегирование,8.6625897511923,S,таблиц
255,S,агрегированием,9.17789137394457,S,данные
256,S,агрегировании,16.8072479940242,V,взаимопогашаются
257,S,агрегировании,8.70658565501898,S,данных
258,S,агрегирования,6.38465756013162,S,данных
259,S,агрегирования,7.2954953402568,S,доходности
260,S,агрегирования,7.99346680280714,S,информации
261,S,агрегирования,15.4853198991368,S,микроагентов
262,V,агрегировать,9.17789137394457,S,данные
263,S,агрегировнная,14.4853198991368,S,позиция
264,S,агро,15.8072479940242,S,стандарт
265,S,адама,17.222285493303,S,смита
266,S,адаптацией,14.7197851527738,S,рабочих
267,S,адаптации,7.84002173518819,V,зависит
268,S,адаптации,13.9998930719666,V,поддерживается
269,S,адаптации,8.24500556980311,S,рынка
270,S,адаптации,8.57362831726448,S,условия
271,S,адаптация,8.90940253801867,V,происходит
272,S,адаптация,7.29747298969724,S,рынка
273,S,адаптация,9.09816418147384,S,структуры
274,V,адаптирует,15.6373229925819,S,корректировку
275,S,аддитивностью,11.3643044981755,S,функции
276,S,адекватность,9.19991768027457,S,использования
277,S,администрации,9.81289455716532,S,региона
278,S,администрации,12.4149305712454,S,санкт-петербурга
279,S,администраций,11.3560368821919,S,н
280,S,администраций,12.6779649770792,S,превышение
281,S,администрирования,9.66004306908195,S,налогов
282,S,администрирования,11.6779649770792,V,служит
283,V,администрировать,18.8072479940242,S,взыскание
284,S,адрес,17.222285493303,S,бюджетополучателей
285,S,адрес,12.222285493303,S,лизингодателя
286,S,адресности,16.4853198991368,S,мероприятий
287,V,адресуются,14.6373229925819,S,операции
288,S,аер,9.94616108802879,S,активов
289,S,аждане,18.8072479940242,S,респу
290,S,азии,12.192538149909,V,владеют
291,S,азии,11.9998930719666,S,корее
292,S,азр,18.8072479940242,S,ешений
293,S,азс,7.67796497707921,S,бренду
294,S,азс,4.8061213285699,V,будет
295,S,азс,9.99989307196658,V,выравнивать
296,S,азс,2.1829094487112,S,г
297,S,азс,8.19253814990897,S,газпромнефть
298,S,азс,5.82996807052426,V,делает
299,S,азс,4.89136861518841,S,друг
300,S,азс,6.87061005502161,V,есть
301,S,азс,6.41493057124542,S,кафе
302,S,азс,9.99989307196658,S,кириши
303,S,азс,2.71912230183597,S,количество
304,S,азс,5.95549895260812,S,количеством
305,S,азс,9.99989307196658,S,колонок
306,S,азс,4.31339254478336,S,конкурентов
307,S,азс,8.19253814990897,V,контролируется
308,S,азс,7.54046145332928,S,лукойл
309,S,азс,8.41493057124542,S,магазин
310,S,азс,6.141912076839,S,магазина
311,S,азс,1.92307747491575,V,могут
312,S,азс,2.17334458467566,V,может
313,S,азс,9.41493057124542,S,несте
314,S,азс,4.97752525893812,V,оказывает
315,S,азс,5.11725002260474,V,оказываются
316,S,азс,4.66004306908195,S,окончание
317,S,азс,6.60757564918782,V,отличается
318,S,азс,8.19253814990897,V,отличалась
319,S,азс,5.02261314846666,V,отличаются
320,S,азс,3.21199051257515,S,оценка
321,S,азс,4.96647007042913,S,параметры
322,S,азс,5.67796497707921,V,получают
323,S,азс,9.99989307196658,V,предоставляется
324,S,азс,8.67796497707921,V,привлекать
325,S,азс,8.99989307196658,V,располагает
326,S,азс,7.82996807052426,S,роснефти
327,S,азс,9.99989307196658,V,старается
328,S,азс,7.99989307196658,V,стараются
329,S,азс,5.11725002260474,S,тип
330,S,азс,8.19253814990897,S,фаэтон
331,S,азс,6.42498423590934,S,цена
332,S,азс,2.68701011668222,V,являются
333,S,аи,4.00675249355737,V,была
334,S,аи,3.17777752939601,V,было
335,S,аи,9.62733890400925,S,взаимоотношения
336,S,аи,6.7793419974543,V,выступает
337,S,аи,3.87245140184578,V,имеет
338,S,аи,8.141912076839,S,инсайдеры
339,S,аи,4.96058231212444,V,используется
340,S,аи,5.84597919048459,S,компаний
341,S,аи,5.62733890400925,S,компания
342,S,аи,7.30541080912188,S,менеджеры
343,S,аи,5.92689918586815,V,оказывает
344,S,аи,7.55694957611785,V,оцениваются
345,S,аи,7.45741390256693,V,снижает
346,S,аи,6.39467814721897,S,фактор
347,S,аи,7.83378978147667,S,чувствительность
348,S,аи,2.25926902747716,V,является
349,S,аижк,7.66004306908195,S,наблюдений
350,S,аижк,7.7006850535793,S,населению
351,S,аижк,14.4149305712454,S,первич
352,S,аижк,14.4149305712454,S,ск
353,S,ак,17.222285493303,S,ционеров
354,S,академии,13.9368832744408,S,наук
355,S,академиности,13.1348226520527,S,дефолта
356,S,аккумулирование,9.94616108802879,S,активов
357,S,аккумуляции,11.3643044981755,S,сбережений
358,S,акселератора,11.6779649770792,S,проблемы
359,S,аксиоматика,14.6373229925819,S,выделения
360,S,аксиоматику,15.3478163753869,S,удаления
361,S,акт,12.9743579798594,S,перехода
362,S,актив,6.92307747491575,V,имеет
363,S,актив,11.9998930719666,S,ным
364,S,актив,13.9998930719666,S,пассивы
365,S,актив,13.6779649770792,S,расшифровка
366,S,актива,4.95169815285551,S,акций
367,S,актива,5.36081081817725,V,будет
368,S,актива,6.59110843759905,S,все
369,S,актива,5.7166393196829,V,зависит
370,S,актива,9.55458256157393,V,моделируется
371,S,актива,3.04996216917038,V,может
372,S,актива,10.0691557344037,V,начнем
373,S,актива,6.66705729083234,V,остается
374,S,актива,6.09515094293663,S,портфеля
375,S,актива,7.48419323368253,V,характеризуются
376,S,актива,4.18651268504185,V,является
377,S,активам,6.1728906928862,S,банка
378,S,активам,7.1094116360618,S,банки
379,S,активам,11.3478163753869,S,госкомпании
380,S,активам,5.72943087312828,S,доля
381,S,активам,7.35913168861472,V,используется
382,S,активам,9.39362006500001,S,константа
383,S,активам,7.66131584820366,S,оценке
384,S,активам,8.23929191860871,V,превышает
385,S,активами,10.311392967137,S,вложения
386,S,активами,14.5593204805806,S,корсчетами
387,S,активами,6.24643752529624,V,являются
388,S,активах,6.8249673894659,S,банка
389,S,активах,5.7284300440622,S,банков
390,S,активах,7.70343566459533,S,доля
391,S,активах,4.99989307196658,S,компании
392,S,активах,7.39998022977945,S,отношение
393,S,активах,7.89136861518841,V,превышает
394,S,активах,8.47633111590956,S,прирост
395,S,активизации,11.1348226520527,S,выхода
396,S,активизация,15.222285493303,S,наймов
397,S,активност,13.8072479940242,S,расходами
398,S,активности,9.39891825325679,V,берем
399,S,активности,5.35938988907015,S,бизнес
400,S,активности,2.7973537851985,V,было
401,S,активности,4.43956023775413,S,динамику
402,S,активности,6.1094116360618,S,женщин
403,S,активности,4.40897191792071,V,зависит
404,S,активности,4.79405619509793,S,индекс
405,S,активности,4.3020567140042,S,индивидов
406,S,активности,5.98388075397795,V,использовались
407,S,активности,2.46555544628708,S,компаний
408,S,активности,6.5688432546991,S,лизингодателя
409,S,активности,6.97389666540532,S,лиц
410,S,активности,5.22011510046802,S,мужчин
411,S,активности,3.92258457470907,S,населения
412,S,активности,10.5688432546991,S,наций
413,S,активности,4.72335320375473,S,организаций
414,S,активности,7.39891825325679,S,представителей
415,S,активности,5.61464694431223,V,приходится
416,S,активности,4.8409228001359,V,происходит
417,S,активности,4.73595324053436,S,регионов
418,S,активности,9.98388075397795,S,трудоустройство
419,S,активности,8.1094116360618,V,увеличиваются
420,S,активности,9.98388075397795,V,уменьшилась
421,S,активности,4.59156333119919,S,характеристики
422,S,активности,6.92498706492438,S,япония
423,S,активность,6.13836300975793,S,женщин
424,S,активность,6.4178855383803,S,лиц
425,S,активность,12.5977946283952,S,мафии
426,S,активность,12.5977946283952,S,наций
427,S,активность,6.75230457745086,S,организаций
428,S,активность,10.5977946283952,V,повышается
429,S,активность,9.42786962695292,S,представителей
430,S,активность,13.5977946283952,V,распыляется
431,S,активностью,12.2373923856932,S,инсайдеров
432,S,активностью,10.2954953402568,V,отражает
433,S,активностью,10.4629520861084,S,участников
434,S,активов,3.35619790624926,S,банка
435,S,активов,5.3751377782655,S,банков
436,S,активов,6.62423299314142,V,берется
437,S,активов,1.43046124974474,V,будет
438,S,активов,3.54243890197778,V,был
439,S,активов,1.35744645244652,V,были
440,S,активов,1.17467161852819,V,было
441,S,активов,4.99196477764191,V,выглядит
442,S,активов,4.66075886916654,V,демонстрируют
443,S,активов,6.03927049242027,S,дистанции
444,S,активов,6.94616108802879,S,длины
445,S,активов,4.5886090834107,S,долл
446,S,активов,5.6982335745852,V,достигается
447,S,активов,4.6982335745852,V,зависят
448,S,активов,5.08818009290121,S,зоны
449,S,активов,1.86934549097796,V,имеет
450,S,активов,5.48672946939149,V,меняются
451,S,активов,1.70457510145903,V,может
452,S,активов,5.55384366525003,V,наблюдалось
453,S,активов,4.90176696867033,V,начинает
454,S,активов,4.06351803866695,V,оказываются
455,S,активов,3.15174522167868,V,определяется
456,S,активов,7.62423299314142,V,осталось
457,S,активов,4.85869824677845,V,осуществляется
458,S,активов,3.6982335745852,V,отметим
459,S,активов,8.94616108802879,V,отображается
460,S,активов,6.13880616597118,V,оценивает
461,S,активов,7.94616108802879,V,подразумевается
462,S,активов,3.50321759218006,V,показали
463,S,активов,9.94616108802879,S,порт
464,S,активов,3.16480137450413,S,портфеля
465,S,активов,2.30953646748514,V,приводит
466,S,активов,6.6982335745852,V,реагирует
467,S,активов,4.48672946939149,S,риски
468,S,активов,8.94616108802879,V,снижался
469,S,активов,3.83763663125062,S,средства
470,S,активов,3.33145124391358,V,становится
471,S,активов,3.88007189757101,S,сча
472,S,активов,5.99196477764191,V,считается
473,S,активов,1.7612857451205,S,сша
474,S,активов,6.62423299314142,V,увеличился
475,S,активов,5.11689138954274,S,ук
476,S,активов,4.27373574605729,S,фонда
477,S,активов,1.33513629072143,S,фондов
478,S,активов,6.03927049242027,V,формируется
479,S,активов,2.25616311660934,V,является
480,S,активы,3.61692172884521,S,банков
481,S,активы,7.80092191549925,V,включают
482,S,активы,2.88838475674959,S,компании
483,S,активы,9.30342225602843,S,октябрь
484,S,активы,10.8883847567496,S,пассивы
485,S,активы,10.8883847567496,V,передаются
486,S,активы,9.08102983469198,V,переходят
487,S,активы,7.30342225602843,V,представляют
488,S,активы,11.3034222560284,V,распродаются
489,S,активы,8.56645666186222,V,содержатся
490,S,активы,5.42895313811229,V,состоит
491,S,активы,11.8883847567496,S,спонсоров
492,S,активы,8.71845975530727,V,стоят
493,S,активы,3.7035094138413,S,сша
494,S,активы,4.82229556629181,S,фирмы
495,S,активы,5.21595941477809,S,фонда
496,S,активы,8.03040376162201,S,январь
497,S,актов,9.71449085310433,V,позволяет
498,S,акту,11.4496959894061,S,мобильности
499,S,актуальности,11.6779649770792,S,проблемы
500,S,актуальность,8.32544856235843,S,вопрос
501,S,актуальность,10.6273389040092,S,изучения
502,S,актуальность,8.29056304471457,S,исследования
503,S,актуальность,7.69741733974539,S,оценка
504,S,актуальность,10.0258882804995,S,прогнозирования
505,S,акты,9.81856330725201,S,рф
506,S,акцент,7.12162315429783,V,будет
507,S,акцент,12.0523604918607,V,делается
508,V,акцентируем,12.0128321276741,S,внимание
509,V,акцентирует,12.0128321276741,S,внимание
510,V,акцентируется,11.4278696269529,S,внимание
511,S,акци,10.698723537246,S,день
512,S,акци,14.4149305712454,S,тиккер
513,S,акции,5.00675249355737,V,была
514,S,акции,10.3643044981755,S,втб
515,S,акции,11.9492669988966,V,закрылись
516,S,акции,5.28393108171143,V,имеют
517,S,акции,3.94926699889661,S,компании
518,S,акции,4.84597919048459,S,компаний
519,S,акции,6.75944244001659,V,отражает
520,S,акции,11.3643044981755,V,покупались
521,S,акции,7.86180415764627,V,различаются
522,S,акции,10.9492669988966,S,расписки
523,S,акции,3.91584399735916,S,роста
524,S,акции,4.76439165598832,S,сша
525,S,акции,11.9492669988966,S,уралкалия
526,S,акции,7.55694957611785,V,характеризуются
527,S,акций,4.18199577227731,S,базы
528,S,акций,9.8824354904184,V,вергается
529,S,акций,7.71251048897609,S,втб
530,S,акций,10.8824354904184,S,газпрома
531,S,акций,9.29747298969724,S,газпромбанка
532,S,акций,9.8824354904184,S,делистинг
533,S,акций,2.6156489497235,S,значения
534,S,акций,7.8824354904184,S,инсайдерами
535,S,акций,8.56050739553104,S,иркутскэнерго
536,S,акций,10.8824354904184,S,калины
537,S,акций,9.8824354904184,S,компани
538,S,акций,5.8824354904184,S,компании
539,S,акций,5.6860382776149,S,компаний
540,S,акций,4.56050739553104,S,компания
541,S,акций,10.8824354904184,S,мегафона
542,S,акций,4.19593496323518,V,наблюдается
543,S,акций,6.63450797697481,V,наблюдался
544,S,акций,6.0750805683608,V,наблюдаются
545,S,акций,4.86006767738994,V,находится
546,S,акций,7.8824354904184,V,несут
547,S,акций,5.60941699601198,S,оао
548,S,акций,4.73268837091372,V,объясняется
549,S,акций,4.54258548753378,S,окончание
550,S,акций,8.8824354904184,S,пао
551,S,акций,10.8824354904184,S,полиметалла
552,S,акций,6.8824354904184,V,приведем
553,S,акций,9.29747298969724,V,проявляют
554,S,акций,4.59703327155615,V,свидетельствуют
555,S,акций,10.8824354904184,V,совершается
556,S,акций,2.69756014751012,S,сша
557,S,акций,5.69921366636263,S,таблица
558,S,акций,3.24581086987475,S,ук
559,S,акций,3.81634629996063,S,фирмы
560,S,акций,4.31257988208745,S,фонд
561,S,акций,2.56955253513404,V,являются
562,S,акционер,11.9492669988966,S,оао
563,S,акционера,16.8072479940242,S,вымпелкома
564,S,акционерам,7.48531989913682,S,компании
565,S,акционеров,6.34781637538688,S,компании
566,S,акционеров,6.24452856697486,S,компаний
567,S,акционеров,5.52126788809597,V,может
568,S,акционеров,9.48983538025931,S,оао
569,S,акционеров,10.2603535341365,V,определяются
570,S,акционеров,8.90487287953816,S,проекта
571,S,акционером,11.3643044981755,S,проекта
572,S,акционеру,14.9998930719666,S,корпорации
573,S,акционеры,10.3643044981755,S,оао
574,S,акцию,8.84002173518819,S,цена
575,S,акциям,14.222285493303,S,россети
576,S,акциями,4.90035739841566,S,компании
577,S,акциями,7.118997684891,S,компаний
578,S,акциями,8.04237640328809,S,оао
579,S,акциями,11.9003573984157,S,пао
580,S,алан,17.8072479940242,S,стюарт
581,S,алана,18.8072479940242,S,коэна
582,S,алгоритм,10.2373923856932,S,агрегирования
583,S,алгоритм,10.751965558523,S,вычислений
584,S,алгоритм,12.5593204805806,V,завершается
585,S,алгоритм,6.84507496291447,S,изменений
586,S,алгоритм,6.57063579380843,V,используется
587,S,алгоритм,8.38939547913828,V,обеспечивает
588,S,алгоритм,5.46656333966074,V,позволяет
589,S,алгоритм,8.34986711495165,S,поиска
590,S,алгоритм,7.77796076705594,V,показал
591,S,алгоритм,7.1330557258785,S,построения
592,S,алгоритм,7.51492636122214,S,применения
593,S,алгоритм,7.40957336107591,S,проверки
594,S,алгоритм,8.73489204516405,S,расчета
595,S,алгоритм,7.1330557258785,S,реализации
596,S,алгоритм,9.8588807624395,S,ребалансировки
597,S,алгоритм,6.27391826171835,S,решения
598,S,алгоритм,8.45079602380243,S,управления
599,S,алгоритм,12.6524298849721,S,хардинга
600,S,алгоритма,11.8299680705243,S,гамильтона
601,S,алгоритма,8.35192077371962,V,заключается
602,S,алгоритма,13.2588113693281,S,ребалансировки
603,S,алгоритма,8.5287985358037,S,управления
604,S,алгоритма,11.7304323969734,S,хардинга
605,S,алгоритмизации,13.8072479940242,S,датировки
606,S,алгоритмов,13.0523604918607,V,обуславливает
607,S,алгоритмов,8.12952835238317,V,позволяет
608,S,алгоритмов,10.1137610365249,S,управления
609,S,алгоритмом,10.7960207386009,S,выбора
610,S,алгоритмом,9.81289455716532,S,точки
611,S,алгоритму,13.3153948976945,S,хардинга
612,S,алгоритмы,12.222285493303,S,датировки
613,S,алгоритмы,11.032460934423,S,получения
614,S,александр,17.8072479940242,S,ильич
615,S,александр,17.8072479940242,S,несис
616,S,александром,18.8072479940242,S,занадворовым
617,S,алексей,17.8072479940242,S,сергеевич
618,S,алкоголя,11.3809832393221,V,растет
619,S,алтонжи,14.6373229925819,S,шакотк
620,S,алтонжи,14.6373229925819,S,шакотко
621,S,альпина,11.3754022070588,S,бизнес
622,S,альтернатив,6.73110046600168,V,был
623,S,альтернатива,13.1633918042495,S,методике
624,S,альтернатива,10.5784293035283,S,повышению
625,S,альтернатива,9.46295208610836,S,системе
626,S,альтернатива,9.02588828049952,V,состоит
627,S,альтернативами,9.06241415652464,V,зависит
628,S,альтернативами,7.90940253801867,V,являются
629,S,альтернативой,15.6373229925819,S,наращиванию
630,S,альтернативой,13.3153948976945,S,сбережениям
631,S,альтернативой,5.94732502116242,V,является
632,S,альтернативу,14.4853198991368,S,сбережениям
